,Pais,Genero,Edad,Antigüedad,FacturacionTotal,PuntuacionCrediticia,CantidadProductos,PoseeTarjetaCredito,MiembroActivo,SalarioEstimado,VelocidadServicio,Abandono
4930,Argentina,Femenino,27,7,0.0,460,2,Si,No,156150.08,2GB,Si
4931,Argentina,Masculino,19,6,0.0,731,2,Si,Si,151581.79,100GB,No
4932,Argentina,Femenino,34,8,0.0,838,2,Si,No,27472.07,500Mb,Si
4933,Argentina,Masculino,37,0,120764.08,431,1,Si,Si,117023.08,20GB,No
4934,Brasil,Femenino,28,2,64808.32,689,2,No,No,78591.15,100GB,No
4935,Chile,Masculino,30,6,121345.88,596,4,Si,No,41921.75,2GB,Si
4936,Brasil,Femenino,46,8,92060.06,489,1,Si,No,147222.95,20GB,Si
4937,Argentina,Femenino,32,2,87814.89,709,1,Si,No,138578.37,1GB,No
4938,Chile,Masculino,47,2,0.0,767,1,Si,No,48161.18,1GB,Si
4939,Argentina,Masculino,26,4,89900.24,837,2,Si,No,175477.03,20GB,No
4940,Chile,Masculino,35,8,0.0,675,2,Si,No,29062.25,20GB,No
4941,Argentina,Masculino,35,6,0.0,794,2,Si,Si,68730.91,500Mb,Si
4942,Brasil,Femenino,51,8,107494.86,726,2,Si,No,140937.91,100GB,Si
4943,Chile,Femenino,49,10,82321.88,718,1,No,Si,11144.4,2GB,No
4944,Brasil,Femenino,23,4,104753.84,594,2,Si,No,56756.52,100GB,Si
4945,Chile,Masculino,39,6,0.0,499,2,Si,Si,81409.0,2GB,No
4946,Argentina,Femenino,31,3,0.0,710,2,Si,Si,112289.06,20GB,No
4947,Brasil,Femenino,46,1,68238.51,567,2,Si,Si,109572.58,1GB,No
4948,Argentina,Femenino,27,3,0.0,661,2,Si,Si,76889.79,100GB,No
4949,Brasil,Femenino,35,6,118336.95,825,1,Si,No,26342.33,100GB,Si
4950,Brasil,Femenino,36,3,157780.93,554,2,Si,No,6089.13,2GB,No
4951,Argentina,Femenino,31,4,0.0,814,2,Si,Si,142029.17,2GB,No
4952,Argentina,Masculino,35,9,92566.53,745,2,Si,No,161519.77,100GB,No
4953,Chile,Masculino,54,7,108185.81,850,2,No,No,24093.4,500Mb,Si
4954,Brasil,Masculino,83,6,123356.63,678,1,No,Si,92934.41,500Mb,Si
4955,Argentina,Femenino,36,1,151844.64,795,1,Si,Si,135388.89,1GB,No
4956,Argentina,Femenino,32,7,0.0,850,2,No,No,155227.0,2GB,No
4957,Argentina,Femenino,35,8,0.0,452,2,Si,Si,149614.81,1GB,No
4958,Argentina,Femenino,39,10,0.0,713,2,Si,Si,126263.97,1GB,No
4959,Brasil,Masculino,21,8,133974.36,708,2,Si,No,50294.09,2GB,No
4960,Argentina,Femenino,26,2,165947.99,617,2,No,Si,168834.38,1GB,No
4961,Chile,Femenino,55,7,0.0,850,1,No,No,171762.87,20GB,Si
4962,Chile,Femenino,35,8,14262.8,702,2,Si,No,54689.16,2GB,No
4963,Chile,Femenino,41,4,126605.14,674,1,Si,Si,166694.93,20GB,No
4964,Argentina,Masculino,41,5,0.0,612,3,No,No,151256.22,100GB,No
4965,Argentina,Masculino,41,5,0.0,661,1,No,Si,88279.6,100GB,No
4966,Brasil,Masculino,70,3,77356.92,667,2,Si,Si,20881.96,100GB,No
4967,Chile,Femenino,27,4,0.0,589,2,Si,No,144181.48,1GB,No
4968,Chile,Masculino,32,7,0.0,736,1,No,Si,79082.62,2GB,No
4969,Brasil,Femenino,46,9,149003.76,650,2,Si,No,176902.83,500Mb,Si
4970,Chile,Femenino,36,9,0.0,503,2,Si,Si,16274.67,500Mb,Si
4971,Argentina,Femenino,26,9,121508.28,727,1,Si,Si,146785.44,500Mb,Si
4972,Chile,Femenino,33,10,103121.33,714,2,Si,Si,49672.01,20GB,No
4973,Brasil,Femenino,36,10,145750.45,637,2,Si,Si,96660.76,100GB,No
4974,Brasil,Femenino,55,1,76296.81,689,1,Si,No,42364.75,1GB,Si
4975,Argentina,Femenino,26,8,149989.39,597,1,Si,No,42330.58,20GB,No
4976,Brasil,Femenino,45,3,143734.01,549,2,Si,Si,96404.38,20GB,No
4977,Chile,Masculino,20,3,165260.98,703,1,Si,Si,41626.78,2GB,No
4978,Argentina,Femenino,32,7,0.0,760,2,Si,Si,105969.05,100GB,No
4979,Argentina,Femenino,41,2,126619.27,790,1,Si,No,198224.38,20GB,No
4980,Argentina,Femenino,32,2,84378.9,758,1,Si,Si,75396.43,20GB,No
4981,Brasil,Masculino,40,2,121647.54,629,2,Si,Si,64849.74,100GB,Si
4982,Brasil,Femenino,34,9,176311.36,474,1,Si,No,160213.27,500Mb,Si
4983,Argentina,Masculino,28,7,119706.22,599,1,No,No,31190.42,1GB,No
4984,Chile,Femenino,41,4,0.0,543,1,No,No,194902.16,1GB,No
4985,Chile,Masculino,25,6,0.0,670,2,Si,Si,78358.94,2GB,No
4986,Brasil,Masculino,40,9,166776.6,425,2,No,Si,172646.88,100GB,No
4987,Brasil,Femenino,40,3,92889.91,705,1,Si,Si,109496.69,2GB,No
4988,Argentina,Masculino,36,9,0.0,519,2,No,Si,145562.4,2GB,No
4989,Brasil,Femenino,23,4,71433.08,708,1,Si,No,103697.57,20GB,No
4990,Argentina,Femenino,34,5,112324.45,574,2,Si,Si,17993.43,20GB,No
4991,Argentina,Femenino,31,1,0.0,678,2,No,Si,130446.65,1GB,No
4992,Argentina,Femenino,53,7,0.0,595,2,Si,No,41371.68,100GB,Si
4993,Chile,Femenino,36,2,175509.8,704,2,Si,No,152039.67,1GB,No
4994,Chile,Masculino,51,4,79811.72,753,2,No,Si,68260.27,1GB,Si
4995,Argentina,Masculino,31,6,0.0,636,2,Si,Si,2382.61,500Mb,Si
4996,Argentina,Masculino,45,9,43134.65,695,1,No,Si,77330.35,100GB,No
4997,Argentina,Masculino,34,9,0.0,684,2,Si,Si,65257.57,500Mb,Si
4998,Chile,Femenino,33,0,0.0,636,1,Si,No,92277.47,100GB,Si
4999,Brasil,Femenino,53,3,113781.5,634,2,Si,Si,106345.05,20GB,Si
5000,Chile,Femenino,48,7,0.0,493,2,Si,No,48545.1,500Mb,Si
5001,Argentina,Femenino,45,6,72494.69,674,1,No,Si,140041.78,1GB,No
5002,Argentina,Femenino,38,0,0.0,601,2,Si,No,165196.65,20GB,No
5003,Argentina,Masculino,27,2,131691.33,655,1,Si,No,49480.66,100GB,No
5004,Chile,Femenino,40,4,0.0,789,2,Si,No,137402.27,1GB,No
5005,Argentina,Masculino,49,7,80001.23,505,1,No,No,135180.11,2GB,No
5006,Argentina,Masculino,29,7,0.0,654,2,Si,Si,149184.15,2GB,No
5007,Argentina,Masculino,73,2,170241.7,498,2,Si,Si,165407.96,1GB,No
5008,Brasil,Masculino,30,1,139762.13,657,2,Si,Si,23317.88,100GB,No
5009,Chile,Femenino,40,7,0.0,792,1,Si,No,141652.2,1GB,No
5010,Argentina,Femenino,33,6,0.0,712,2,Si,Si,190686.16,1GB,No
5011,Argentina,Masculino,27,6,0.0,789,2,Si,No,103603.65,20GB,No
5012,Chile,Femenino,32,9,178095.55,765,1,No,No,47247.56,1GB,No
5013,Brasil,Femenino,41,8,153895.65,511,1,Si,Si,39087.42,20GB,No
5014,Brasil,Masculino,30,2,72549.0,632,2,No,Si,182728.8,500Mb,Si
5015,Chile,Femenino,63,1,0.0,689,2,Si,Si,186526.12,20GB,No
5016,Brasil,Femenino,45,8,111257.59,550,1,No,No,97623.42,500Mb,Si
5017,Argentina,Femenino,23,5,0.0,525,2,Si,No,160249.1,100GB,No
5018,Brasil,Masculino,51,6,127545.56,533,2,No,No,79559.02,2GB,Si
5019,Argentina,Masculino,29,7,174851.9,534,1,Si,Si,79178.31,20GB,No
5020,Chile,Masculino,67,6,0.0,596,2,Si,Si,138350.74,20GB,No
5021,Chile,Femenino,34,2,0.0,761,2,Si,No,61251.25,1GB,No
5022,Chile,Masculino,48,8,0.0,473,2,Si,No,71139.8,1GB,No
5023,Argentina,Masculino,35,9,114193.24,593,1,Si,No,71154.1,20GB,No
5024,Brasil,Masculino,23,2,139542.82,767,1,No,Si,28038.28,2GB,No
5025,Chile,Masculino,30,4,78653.05,772,1,Si,No,1790.48,100GB,No
5026,Brasil,Femenino,44,0,131873.07,504,2,Si,Si,158036.72,1GB,Si
5027,Argentina,Masculino,29,2,95984.69,768,2,Si,Si,73686.75,500Mb,Si
5028,Argentina,Femenino,51,3,0.0,652,1,Si,No,173989.47,1GB,Si
5029,Argentina,Masculino,18,2,176139.5,706,2,Si,No,129654.22,20GB,No
5030,Brasil,Femenino,50,5,107959.39,632,1,Si,Si,6985.34,2GB,Si
5031,Chile,Masculino,41,5,0.0,724,1,No,Si,115753.94,100GB,No
5032,Argentina,Femenino,39,4,0.0,693,2,No,Si,142331.39,100GB,No
5033,Argentina,Femenino,31,8,97588.6,488,1,No,No,124210.53,2GB,No
5034,Argentina,Masculino,36,7,142400.77,746,1,Si,Si,193438.69,100GB,No
5035,Chile,Femenino,34,9,0.0,695,2,Si,Si,67502.12,500Mb,Si
5036,Argentina,Masculino,53,5,138053.67,630,1,No,Si,114110.97,100GB,No
5037,Argentina,Masculino,44,7,0.0,701,2,Si,No,23425.78,20GB,No
5038,Argentina,Femenino,34,10,84944.58,675,1,No,No,146230.63,500Mb,Si
5039,Argentina,Femenino,43,8,0.0,709,2,No,No,168035.62,20GB,Si
5040,Argentina,Masculino,40,6,0.0,850,1,Si,No,136985.08,1GB,Si
5041,Chile,Masculino,37,3,107592.89,602,2,No,Si,153122.73,500Mb,Si
5042,Argentina,Masculino,40,10,127847.86,601,1,No,No,173245.68,2GB,No
5043,Brasil,Femenino,28,9,152812.58,658,1,Si,No,166682.57,20GB,No
5044,Chile,Femenino,46,5,116886.59,610,1,No,No,107973.44,2GB,No
5045,Chile,Masculino,63,0,0.0,793,2,No,Si,27166.75,500Mb,Si
5046,Chile,Femenino,41,6,0.0,760,2,No,No,101491.23,500Mb,Si
5047,Brasil,Femenino,72,8,135290.42,818,2,Si,Si,63729.72,500Mb,Si
5048,Argentina,Masculino,36,1,148795.17,782,2,Si,Si,195681.43,20GB,No
5049,Argentina,Femenino,46,8,0.0,646,2,Si,No,133059.15,100GB,No
5050,Argentina,Masculino,33,1,127818.52,469,1,Si,No,163477.22,20GB,No
5051,Argentina,Femenino,42,7,0.0,559,2,Si,Si,190040.29,1GB,No
5052,Chile,Femenino,33,4,92855.02,633,1,Si,Si,159813.18,2GB,No
5053,Argentina,Masculino,43,9,189026.53,664,2,Si,Si,56099.86,100GB,No
5054,Argentina,Masculino,38,1,0.0,823,2,Si,No,156603.7,1GB,No
5055,Chile,Femenino,34,4,109783.69,655,2,Si,No,134034.32,2GB,No
5056,Argentina,Femenino,38,8,107283.4,549,1,No,No,157442.75,100GB,No
5057,Argentina,Femenino,34,2,0.0,831,2,No,No,165840.94,20GB,No
5058,Argentina,Masculino,30,4,66190.33,683,1,Si,Si,115186.97,1GB,No
5059,Argentina,Femenino,42,8,0.0,850,1,Si,No,19632.64,2GB,Si
5060,Brasil,Masculino,42,0,115915.53,556,2,No,Si,125435.47,20GB,Si
5061,Brasil,Femenino,36,9,140355.56,589,2,Si,No,136329.96,100GB,No
5062,Argentina,Masculino,30,3,132005.77,617,1,Si,No,142940.39,2GB,No
5063,Brasil,Femenino,38,2,158651.29,565,2,Si,Si,179445.28,100GB,No
5064,Chile,Femenino,31,8,0.0,797,2,Si,No,117916.63,100GB,No
5065,Chile,Masculino,29,2,0.0,635,2,No,No,117173.8,2GB,No
5066,Argentina,Masculino,37,1,0.0,553,1,Si,No,30461.55,1GB,No
5067,Argentina,Femenino,59,5,0.0,666,2,Si,Si,185123.09,500Mb,Si
5068,Argentina,Masculino,47,0,0.0,621,1,Si,Si,133831.37,20GB,Si
5069,Brasil,Femenino,32,5,146602.25,473,2,Si,Si,72946.95,100GB,No
5070,Argentina,Masculino,37,8,151226.18,833,2,Si,Si,136129.49,500Mb,Si
5071,Argentina,Masculino,35,6,128993.76,603,2,Si,No,130483.56,100GB,No
5072,Argentina,Masculino,64,9,113829.45,544,1,Si,Si,124341.49,2GB,No
5073,Chile,Masculino,61,9,0.0,615,2,Si,No,150227.85,2GB,Si
5074,Argentina,Femenino,28,8,0.0,461,1,Si,Si,103349.74,20GB,No
5075,Brasil,Femenino,48,4,102962.62,732,1,Si,No,120852.85,20GB,Si
5076,Brasil,Femenino,37,9,146748.07,635,1,No,Si,11407.58,500Mb,Si
5077,Argentina,Femenino,44,2,161887.81,708,2,Si,No,84870.23,500Mb,Si
5078,Brasil,Masculino,30,1,110824.52,753,1,Si,Si,57896.27,20GB,No
5079,Argentina,Femenino,35,8,0.0,571,2,No,No,84569.13,500Mb,Si
5080,Argentina,Femenino,38,2,63093.01,495,1,Si,Si,47089.72,20GB,No
5081,Argentina,Femenino,23,5,104822.45,534,1,No,Si,160176.47,100GB,No
5082,Argentina,Masculino,37,8,0.0,530,2,Si,Si,287.99,20GB,No
5083,Brasil,Masculino,36,7,102800.72,850,1,Si,Si,87352.43,500Mb,Si
5084,Argentina,Femenino,35,1,103015.12,639,2,Si,Si,139094.12,500Mb,Si
5085,Brasil,Femenino,41,5,106640.5,783,1,Si,No,176945.96,20GB,No
5086,Argentina,Femenino,38,3,0.0,619,2,No,Si,116467.35,20GB,No
5087,Chile,Femenino,46,3,106521.49,617,1,No,Si,86587.37,500Mb,Si
5088,Argentina,Femenino,37,5,136425.18,661,1,Si,No,81102.81,2GB,No
5089,Argentina,Femenino,33,6,0.0,770,2,Si,Si,126131.9,20GB,No
5090,Argentina,Femenino,32,6,111871.93,476,1,No,No,112132.86,500Mb,Si
5091,Chile,Masculino,32,3,109109.33,588,1,No,Si,4993.94,1GB,No
5092,Brasil,Femenino,52,1,107906.75,698,1,Si,No,168886.39,1GB,Si
5093,Argentina,Masculino,36,0,129804.17,512,1,Si,No,53020.9,100GB,No
5094,Argentina,Femenino,31,3,127070.73,559,1,No,Si,160941.78,500Mb,Si
5095,Argentina,Masculino,58,8,156652.13,850,1,No,No,25899.21,100GB,Si
5096,Brasil,Masculino,46,2,104763.41,693,1,Si,Si,62368.33,100GB,No
5097,Argentina,Masculino,27,1,77805.66,483,1,Si,Si,2101.89,1GB,No
5098,Brasil,Masculino,27,4,115084.53,626,2,No,Si,26907.43,100GB,No
5099,Chile,Masculino,46,9,190678.02,770,1,Si,Si,14725.36,20GB,No
5100,Chile,Masculino,35,10,176273.95,515,1,No,Si,121277.78,2GB,No
5101,Brasil,Masculino,31,9,182275.23,778,2,Si,No,190631.23,1GB,No
5102,Argentina,Masculino,22,4,0.0,540,3,Si,Si,186233.26,20GB,Si
5103,Argentina,Masculino,39,6,0.0,621,2,Si,Si,58883.91,1GB,No
5104,Brasil,Masculino,35,3,99967.76,684,1,Si,Si,176882.08,500Mb,Si
5105,Argentina,Femenino,46,1,0.0,509,1,Si,No,71244.59,2GB,Si
5106,Argentina,Masculino,29,9,117035.89,755,1,Si,Si,21862.19,1GB,No
5107,Argentina,Masculino,34,1,78829.53,561,1,Si,Si,12148.2,100GB,No
5108,Chile,Masculino,37,0,134006.39,505,1,Si,Si,93736.69,2GB,No
5109,Chile,Masculino,34,5,0.0,834,2,No,No,53437.1,20GB,No
5110,Chile,Masculino,40,1,121629.22,673,1,Si,Si,3258.6,2GB,No
5111,Brasil,Masculino,28,8,122384.22,421,3,Si,Si,89017.38,1GB,Si
5112,Argentina,Femenino,43,5,125851.93,682,1,Si,Si,193318.33,100GB,No
5113,Argentina,Femenino,39,3,0.0,606,2,Si,No,50560.45,2GB,Si
5114,Chile,Masculino,35,9,61172.04,683,1,No,No,82951.12,2GB,No
5115,Chile,Masculino,51,4,0.0,649,1,Si,Si,150390.57,1GB,No
5116,Brasil,Masculino,24,5,117154.9,465,1,Si,Si,127744.02,100GB,No
5117,Argentina,Femenino,34,4,0.0,746,1,No,Si,65166.6,1GB,No
5118,Chile,Masculino,37,6,0.0,503,2,No,No,136506.86,1GB,No
5119,Argentina,Femenino,20,4,0.0,640,2,No,Si,78310.82,100GB,No
5120,Brasil,Masculino,39,5,91538.51,733,1,Si,Si,93783.0,1GB,No
5121,Chile,Masculino,29,10,115545.33,762,2,Si,No,148256.43,500Mb,Si
5122,Brasil,Femenino,29,6,150358.97,778,1,Si,No,62454.01,100GB,Si
5123,Brasil,Masculino,42,2,132193.94,774,2,Si,Si,162865.52,500Mb,Si
5124,Brasil,Femenino,77,6,135120.56,775,1,Si,No,37836.64,100GB,No
5125,Argentina,Femenino,43,8,0.0,439,1,No,Si,104889.3,100GB,No
5126,Chile,Masculino,61,2,0.0,758,2,Si,Si,43982.41,500Mb,Si
5127,Brasil,Femenino,38,9,151766.71,753,1,Si,Si,180829.99,1GB,No
5128,Chile,Femenino,57,4,0.0,673,2,Si,Si,49684.09,20GB,No
5129,Chile,Femenino,31,3,0.0,599,1,Si,Si,130086.47,100GB,Si
5130,Chile,Masculino,44,8,0.0,695,2,Si,Si,70974.13,2GB,No
5131,Brasil,Masculino,28,5,71097.23,627,1,Si,Si,130504.49,1GB,No
5132,Brasil,Femenino,46,4,120392.99,555,1,Si,No,177719.88,20GB,Si
5133,Chile,Femenino,30,2,34013.63,629,1,Si,No,19570.63,1GB,No
5134,Argentina,Masculino,42,5,0.0,608,2,Si,No,178504.29,500Mb,Si
5135,Argentina,Masculino,32,5,133050.97,812,2,Si,No,89385.92,100GB,No
5136,Argentina,Masculino,37,2,0.0,670,2,Si,Si,54229.74,1GB,No
5137,Chile,Femenino,27,7,0.0,648,2,Si,Si,163060.43,100GB,No
5138,Argentina,Masculino,31,3,99513.91,667,1,Si,Si,189657.26,1GB,No
5139,Brasil,Femenino,39,4,182491.57,477,1,Si,No,185830.72,2GB,No
5140,Brasil,Masculino,46,2,106344.95,735,1,Si,No,114371.33,500Mb,Si
5141,Argentina,Femenino,32,2,0.0,745,4,No,Si,179705.13,500Mb,Si
5142,Chile,Masculino,47,5,105603.21,647,2,Si,Si,157360.9,2GB,No
5143,Argentina,Femenino,30,8,0.0,608,2,Si,No,128875.86,2GB,No
5144,Argentina,Femenino,44,1,0.0,764,2,Si,Si,11467.38,2GB,No
5145,Argentina,Masculino,37,5,153195.59,672,1,Si,Si,162763.01,500Mb,Si
5146,Argentina,Masculino,52,8,109922.61,775,1,Si,Si,96823.32,20GB,Si
5147,Argentina,Femenino,23,2,94464.81,716,2,No,Si,185900.88,20GB,No
5148,Argentina,Femenino,31,3,110581.29,715,1,Si,Si,94715.24,20GB,No
5149,Argentina,Masculino,46,2,99786.07,601,1,Si,Si,32683.88,100GB,Si
5150,Argentina,Masculino,31,5,106260.67,622,1,Si,Si,2578.43,100GB,No
5151,Argentina,Masculino,39,7,82255.51,673,2,Si,No,109545.56,1GB,No
5152,Argentina,Masculino,31,5,0.0,584,2,Si,No,31474.27,100GB,No
5153,Argentina,Femenino,45,4,0.0,567,2,No,Si,121053.19,20GB,No
5154,Argentina,Femenino,25,6,0.0,527,2,No,Si,96758.58,100GB,No
5155,Chile,Masculino,35,9,0.0,653,2,Si,Si,45956.05,100GB,No
5156,Argentina,Masculino,44,2,168396.34,658,1,Si,Si,14178.73,20GB,No
5157,Argentina,Femenino,42,4,0.0,639,2,No,No,167682.37,2GB,No
5158,Argentina,Masculino,26,1,138023.79,642,2,No,Si,117060.2,500Mb,Si
5159,Chile,Masculino,40,10,0.0,627,2,Si,Si,194792.42,20GB,No
5160,Argentina,Masculino,46,0,105969.42,681,1,Si,No,5771.56,100GB,No
5161,Chile,Masculino,22,10,0.0,669,2,Si,No,176163.74,100GB,No
5162,Argentina,Masculino,43,4,202443.47,736,1,Si,No,72375.03,2GB,No
5163,Brasil,Masculino,76,6,96166.88,612,1,Si,Si,191393.26,2GB,No
5164,Argentina,Masculino,47,1,0.0,649,2,Si,Si,145593.85,100GB,No
5165,Chile,Masculino,56,2,168883.08,667,1,No,Si,18897.78,500Mb,Si
5166,Argentina,Masculino,36,7,120026.98,704,2,No,Si,100601.73,1GB,No
5167,Chile,Masculino,34,8,0.0,629,2,Si,Si,180595.02,20GB,No
5168,Argentina,Masculino,32,5,131354.25,571,1,Si,No,125256.53,2GB,No
5169,Chile,Femenino,42,2,0.0,685,2,No,No,199992.48,500Mb,Si
5170,Argentina,Masculino,40,4,99799.76,622,2,Si,No,197372.13,1GB,No
5171,Brasil,Masculino,26,5,147037.32,651,1,No,No,141763.26,20GB,No
5172,Brasil,Femenino,33,7,114430.18,601,2,Si,Si,153012.13,2GB,No
5173,Brasil,Femenino,26,6,98723.67,677,1,No,Si,151146.67,2GB,No
5174,Chile,Femenino,31,4,91292.7,850,1,Si,Si,162149.07,500Mb,Si
5175,Chile,Masculino,28,8,159900.38,700,1,No,No,22698.56,500Mb,Si
5176,Chile,Masculino,26,6,79932.41,699,1,No,No,150242.44,500Mb,Si
5177,Argentina,Masculino,37,10,143835.47,694,1,No,Si,33326.71,1GB,No
5178,Argentina,Masculino,28,3,141099.43,559,1,Si,Si,15607.27,2GB,No
5179,Argentina,Masculino,29,7,0.0,669,2,Si,Si,138145.62,2GB,No
5180,Chile,Masculino,53,3,0.0,741,2,Si,Si,38913.68,100GB,No
5181,Argentina,Femenino,33,1,0.0,679,2,No,No,69608.48,20GB,No
5182,Brasil,Masculino,31,1,125013.72,802,1,Si,Si,187658.09,1GB,No
5183,Chile,Masculino,25,6,0.0,743,2,Si,No,129740.11,500Mb,Si
5184,Chile,Femenino,42,1,0.0,729,2,Si,Si,149535.97,500Mb,Si
5185,Brasil,Masculino,30,7,132174.41,576,2,No,No,93767.03,20GB,No
5186,Argentina,Femenino,32,2,0.0,547,2,Si,No,132002.83,1GB,No
5187,Chile,Femenino,39,3,0.0,591,3,Si,No,140469.38,500Mb,Si
5188,Argentina,Masculino,34,8,0.0,675,2,Si,Si,184842.21,100GB,No
5189,Argentina,Femenino,56,3,115895.22,602,3,Si,No,4176.17,500Mb,Si
5190,Brasil,Femenino,61,8,125397.21,758,1,Si,No,182184.09,100GB,Si
5191,Argentina,Femenino,29,5,0.0,597,2,Si,Si,174825.57,1GB,No
5192,Brasil,Femenino,37,5,124053.03,730,1,Si,No,118591.67,1GB,No
5193,Argentina,Masculino,53,7,0.0,651,2,Si,Si,130132.41,2GB,No
5194,Argentina,Masculino,38,4,0.0,655,2,No,No,110527.71,1GB,No
5195,Argentina,Femenino,34,8,82909.14,676,1,Si,No,91817.38,100GB,Si
5196,Brasil,Femenino,27,2,147435.96,665,1,No,No,187508.06,1GB,No
5197,Argentina,Femenino,31,3,136789.14,616,1,Si,No,59346.4,500Mb,Si
5198,Brasil,Masculino,45,8,103741.14,580,1,Si,No,47428.73,100GB,Si
5199,Argentina,Masculino,40,8,0.0,590,2,Si,No,62933.03,20GB,No
5200,Chile,Masculino,40,1,112544.45,607,1,Si,Si,19842.22,100GB,No
5201,Chile,Femenino,31,5,86006.3,644,1,Si,Si,73922.95,1GB,No
5202,Argentina,Masculino,29,6,0.0,813,1,Si,No,33953.87,1GB,No
5203,Brasil,Femenino,46,9,135555.66,528,1,Si,No,133146.03,100GB,Si
5204,Argentina,Masculino,28,6,165798.1,667,1,Si,No,147090.9,100GB,No
5205,Brasil,Femenino,35,9,206868.78,573,2,No,Si,102986.15,2GB,No
5206,Argentina,Masculino,55,8,132387.91,509,2,Si,Si,170360.11,20GB,No
5207,Argentina,Femenino,40,0,0.0,850,2,Si,No,1099.95,500Mb,Si
5208,Argentina,Masculino,36,0,148159.71,643,1,No,No,55835.66,2GB,No
5209,Argentina,Masculino,45,9,0.0,603,1,No,No,148516.79,2GB,No
5210,Chile,Femenino,28,0,0.0,729,2,Si,Si,31165.06,500Mb,Si
5211,Brasil,Masculino,63,7,123204.88,718,1,Si,Si,100538.8,20GB,No
5212,Brasil,Femenino,36,10,122314.39,655,1,Si,No,9181.66,1GB,No
5213,Chile,Masculino,39,7,157691.98,754,2,Si,No,133600.89,1GB,Si
5214,Argentina,Femenino,34,6,0.0,711,2,Si,Si,175310.38,500Mb,Si
5215,Argentina,Femenino,26,3,0.0,738,2,Si,No,67484.16,20GB,No
5216,Argentina,Masculino,39,3,0.0,523,2,Si,No,6726.53,1GB,No
5217,Argentina,Femenino,26,6,136214.08,510,1,No,No,159742.33,500Mb,Si
5218,Argentina,Masculino,28,5,0.0,591,2,Si,Si,48606.92,100GB,No
5219,Argentina,Masculino,43,8,0.0,703,2,Si,No,9704.66,20GB,No
5220,Chile,Masculino,42,5,41473.33,657,1,Si,No,112979.6,100GB,Si
5221,Chile,Masculino,50,8,0.0,628,1,No,No,144366.83,2GB,Si
5222,Chile,Femenino,37,9,0.0,614,2,Si,Si,62023.1,1GB,No
5223,Chile,Femenino,56,6,157559.59,648,2,Si,No,140991.23,20GB,Si
5224,Argentina,Masculino,44,6,0.0,510,2,Si,Si,175518.31,20GB,No
5225,Argentina,Masculino,35,2,81951.74,534,2,Si,No,115668.53,20GB,No
5226,Chile,Femenino,38,10,0.0,594,2,Si,No,58332.91,500Mb,Si
5227,Chile,Masculino,27,2,0.0,678,2,Si,Si,13221.25,1GB,No
5228,Brasil,Masculino,40,10,137456.28,599,2,Si,Si,14113.11,500Mb,Si
5229,Argentina,Femenino,21,1,146329.57,519,2,Si,Si,194867.27,1GB,No
5230,Argentina,Femenino,45,1,0.0,697,2,Si,No,46807.62,20GB,Si
5231,Argentina,Femenino,34,5,74197.38,730,2,Si,No,96875.52,2GB,No
5232,Argentina,Femenino,41,3,123475.04,614,1,Si,Si,179227.52,500Mb,Si
5233,Argentina,Masculino,45,5,83195.12,663,1,Si,Si,48682.1,2GB,No
5234,Argentina,Masculino,27,9,128940.24,637,1,Si,No,46786.92,100GB,No
5235,Argentina,Femenino,39,9,132865.56,748,1,Si,Si,59636.43,20GB,Si
5236,Brasil,Masculino,32,3,108586.86,663,1,Si,Si,182355.21,1GB,No
5237,Chile,Femenino,47,6,0.0,698,1,Si,No,50213.81,100GB,Si
5238,Chile,Femenino,56,5,0.0,608,2,No,Si,153810.41,2GB,No
5239,Brasil,Femenino,38,4,125212.65,775,2,Si,Si,15795.88,1GB,Si
5240,Chile,Masculino,56,8,78707.16,684,1,Si,Si,99398.36,100GB,No
5241,Chile,Masculino,43,10,128226.37,697,1,No,No,188486.94,2GB,No
5242,Chile,Masculino,47,1,139887.01,712,1,Si,Si,95719.73,1GB,No
5243,Chile,Femenino,33,9,0.0,642,2,Si,Si,150475.14,500Mb,Si
5244,Brasil,Masculino,38,7,125903.22,795,2,Si,Si,127068.92,2GB,No
5245,Argentina,Masculino,41,6,0.0,610,3,No,No,56118.81,500Mb,Si
5246,Argentina,Masculino,42,4,123311.39,765,2,Si,Si,82868.34,1GB,No
5247,Brasil,Masculino,31,9,154586.92,799,1,No,Si,88604.89,2GB,Si
5248,Brasil,Femenino,38,1,82083.52,755,1,No,Si,10333.78,1GB,No
5249,Argentina,Masculino,60,9,0.0,686,3,Si,Si,75246.21,100GB,Si
5250,Argentina,Masculino,43,6,0.0,636,2,Si,No,43128.95,100GB,No
5251,Argentina,Masculino,39,8,146200.01,557,1,Si,No,177944.64,500Mb,Si
5252,Chile,Femenino,33,7,0.0,586,2,Si,Si,168261.4,1GB,No
5253,Argentina,Masculino,18,10,151762.74,656,1,No,Si,127014.32,1GB,No
5254,Chile,Femenino,44,10,0.0,831,1,No,Si,47729.33,100GB,No
5255,Brasil,Femenino,36,4,109646.83,584,1,Si,Si,70240.79,2GB,No
5256,Argentina,Femenino,41,6,109941.51,703,1,Si,No,116267.28,500Mb,Si
5257,Argentina,Femenino,43,4,0.0,679,3,Si,No,115136.51,500Mb,Si
5258,Argentina,Masculino,38,1,115341.55,584,1,No,Si,173632.92,1GB,No
5259,Argentina,Masculino,26,5,141462.13,663,1,Si,No,440.2,100GB,No
